City,lat,lng,,,,,city,state_id
"Plymouth, MN",45.0224,-93.4615,,,,,Plymouth,MN
"Cosmos, MN",44.9354,-94.6949,,,,,Cosmos,MN
"Little Rock, MN",47.8667,-95.106,,,,,Little Rock,MN
"Roseville, MN",45.0155,-93.1544,,,,,Roseville,MN
"Brownsdale, MN",43.7401,-92.8679,,,,,Brownsdale,MN
"Norcross, MN",45.8687,-96.1964,,,,,Norcross,MN
"Prior Lake, MN",44.7251,-93.4409,,,,,Prior Lake,MN
"Gem Lake, MN",45.0579,-93.0405,,,,,Gem Lake,MN
"Battle Lake, MN",46.2845,-95.7191,,,,,Battle Lake,MN
"Hillman, MN",46.0063,-93.8887,,,,,Hillman,MN
"Jenkins, MN",46.6527,-94.3299,,,,,Jenkins,MN
"New Richland, MN",43.8938,-93.4939,,,,,New Richland,MN
"Wahkon, MN",46.1206,-93.5223,,,,,Wahkon,MN
"Welcome, MN",43.6662,-94.6071,,,,,Welcome,MN
"Winger, MN",47.5376,-95.9864,,,,,Winger,MN
"Ponemah, MN",48.0348,-94.8983,,,,,Ponemah,MN
"Deer Creek, MN",46.3909,-95.3218,,,,,Deer Creek,MN
"Le Center, MN",44.3866,-93.7311,,,,,Le Center,MN
"Center City, MN",45.3941,-92.8141,,,,,Center City,MN
"Dalton, MN",46.1739,-95.9156,,,,,Dalton,MN
"Brook Park, MN",45.9484,-93.0728,,,,,Brook Park,MN
"Montevideo, MN",44.9505,-95.7154,,,,,Montevideo,MN
"Appleton, MN",45.1997,-96.0225,,,,,Appleton,MN
"Edgerton, MN",43.8752,-96.1303,,,,,Edgerton,MN
"Cook, MN",47.8414,-92.6888,,,,,Cook,MN
"Henriette, MN",45.8713,-93.1197,,,,,Henriette,MN
"Blomkest, MN",44.9428,-95.0235,,,,,Blomkest,MN
"De Graff, MN",45.2599,-95.4683,,,,,De Graff,MN
"Elmdale, MN",45.834,-94.4942,,,,,Elmdale,MN
"Plummer, MN",47.9152,-96.0416,,,,,Plummer,MN
"Bock, MN",45.7844,-93.5528,,,,,Bock,MN
"Lake Henry, MN",45.4619,-94.7965,,,,,Lake Henry,MN
"Chisholm, MN",47.4877,-92.8788,,,,,Chisholm,MN
"Clarkfield, MN",44.7907,-95.8079,,,,,Clarkfield,MN
"Emmons, MN",43.5068,-93.4851,,,,,Emmons,MN
"Rollingstone, MN",44.0993,-91.8187,,,,,Rollingstone,MN
"Walnut Grove, MN",44.225,-95.4692,,,,,Walnut Grove,MN
"Rushford Village, MN",43.8033,-91.7915,,,,,Rushford Village,MN
"Ormsby, MN",43.8503,-94.6986,,,,,Ormsby,MN
"Westbrook, MN",44.0422,-95.4376,,,,,Westbrook,MN
"Erhard, MN",46.4836,-96.0965,,,,,Erhard,MN
"Northome, MN",47.8748,-94.2675,,,,,Northome,MN
"Solway, MN",47.5211,-95.1303,,,,,Solway,MN
"Easton, MN",43.7661,-93.9,,,,,Easton,MN
"Benson, MN",45.3152,-95.6061,,,,,Benson,MN
"Frazee, MN",46.7282,-95.7026,,,,,Frazee,MN
"Franklin, MN",44.531,-94.8853,,,,,Franklin,MN
"St. Louis Park, MN",44.9488,-93.3649,,,,,St. Louis Park,MN
"Stockton, MN",44.0271,-91.7697,,,,,Stockton,MN
"Taunton, MN",44.5942,-96.063,,,,,Taunton,MN
"Dennison, MN",44.4088,-93.0303,,,,,Dennison,MN
"Mantorville, MN",44.0656,-92.7537,,,,,Mantorville,MN
"Russell, MN",44.3199,-95.9474,,,,,Russell,MN
"Nerstrand, MN",44.3429,-93.0638,,,,,Nerstrand,MN
"Wabasso, MN",44.4025,-95.2554,,,,,Wabasso,MN
"Wanda, MN",44.3148,-95.2131,,,,,Wanda,MN
"Lino Lakes, MN",45.1679,-93.083,,,,,Lino Lakes,MN
"Millville, MN",44.2447,-92.296,,,,,Millville,MN
"Richville, MN",46.506,-95.6263,,,,,Richville,MN
"Searles, MN",44.2307,-94.436,,,,,Searles,MN
"Red Lake, MN",47.8707,-95.0052,,,,,Red Lake,MN
"Kenneth, MN",43.7543,-96.0725,,,,,Kenneth,MN
"Lowry, MN",45.705,-95.519,,,,,Lowry,MN
"Esko, MN",46.71,-92.3721,,,,,Esko,MN
"Verndale, MN",46.3971,-95.0112,,,,,Verndale,MN
"Trimont, MN",43.7611,-94.7162,,,,,Trimont,MN
"Oslo, MN",48.1947,-97.1318,,,,,Oslo,MN
"Sandstone, MN",46.1292,-92.8646,,,,,Sandstone,MN
"Kasson, MN",44.0333,-92.7481,,,,,Kasson,MN
"Springfield, MN",44.2373,-94.9814,,,,,Springfield,MN
"Elbow Lake, MN",45.9905,-95.9776,,,,,Elbow Lake,MN
"Bethel, MN",45.4022,-93.2711,,,,,Bethel,MN
"Zimmerman, MN",45.4416,-93.5981,,,,,Zimmerman,MN
"Johnson, MN",45.5723,-96.294,,,,,Johnson,MN
"Wood Lake, MN",44.6513,-95.5358,,,,,Wood Lake,MN
"Hilltop, MN",45.0536,-93.2501,,,,,Hilltop,MN
"Littlefork, MN",48.3964,-93.5578,,,,,Littlefork,MN
"St. Vincent, MN",48.9693,-97.2264,,,,,St. Vincent,MN
"Peterson, MN",43.7868,-91.8333,,,,,Peterson,MN
"Sturgeon Lake, MN",46.3863,-92.8241,,,,,Sturgeon Lake,MN
"Silver Bay, MN",47.294,-91.2779,,,,,Silver Bay,MN
"Windom, MN",43.8736,-95.1201,,,,,Windom,MN
"Miltona, MN",46.0462,-95.2931,,,,,Miltona,MN
"La Salle, MN",44.0711,-94.5713,,,,,La Salle,MN
"St. Clair, MN",44.0838,-93.8601,,,,,St. Clair,MN
"Spring Grove, MN",43.5607,-91.637,,,,,Spring Grove,MN
"Chisago City, MN",45.3474,-92.9116,,,,,Chisago City,MN
"Hancock, MN",45.4977,-95.795,,,,,Hancock,MN
"Swanville, MN",45.9168,-94.6383,,,,,Swanville,MN
"Revere, MN",44.2215,-95.3611,,,,,Revere,MN
"Nashua, MN",46.0377,-96.3059,,,,,Nashua,MN
"Winsted, MN",44.9573,-94.0499,,,,,Winsted,MN
"Pillager, MN",46.3295,-94.4796,,,,,Pillager,MN
"Myrtle, MN",43.5632,-93.163,,,,,Myrtle,MN
"Kerrick, MN",46.3386,-92.5843,,,,,Kerrick,MN
"Jackson, MN",43.6288,-94.9886,,,,,Jackson,MN
"Minnesota Lake, MN",43.8409,-93.8279,,,,,Minnesota Lake,MN
"Kent, MN",46.4377,-96.6834,,,,,Kent,MN
"Nowthen, MN",45.3421,-93.4495,,,,,Nowthen,MN
"Waite Park, MN",45.5313,-94.2528,,,,,Waite Park,MN
"Otsego, MN",45.266,-93.62,,,,,Otsego,MN
"Orr, MN",48.0594,-92.8248,,,,,Orr,MN
"Brooks, MN",47.8165,-96.0036,,,,,Brooks,MN
"Excelsior, MN",44.9014,-93.5665,,,,,Excelsior,MN
"Pine Point, MN",46.9889,-95.3883,,,,,Pine Point,MN
"Strathcona, MN",48.5537,-96.167,,,,,Strathcona,MN
"St. Hilaire, MN",48.0135,-96.2137,,,,,St. Hilaire,MN
"Ottertail, MN",46.4267,-95.5638,,,,,Ottertail,MN
"North St. Paul, MN",45.0137,-92.9995,,,,,North St. Paul,MN
"Beaver Creek, MN",43.6124,-96.3624,,,,,Beaver Creek,MN
"Cottage Grove, MN",44.8161,-92.9274,,,,,Cottage Grove,MN
"Deephaven, MN",44.9293,-93.5239,,,,,Deephaven,MN
"White Earth, MN",47.0977,-95.8445,,,,,White Earth,MN
"Cass Lake, MN",47.3788,-94.5991,,,,,Cass Lake,MN
"Williams, MN",48.768,-94.9533,,,,,Williams,MN
"Ashby, MN",46.0931,-95.8157,,,,,Ashby,MN
"Spring Lake Park, MN",45.1161,-93.2451,,,,,Spring Lake Park,MN
"Bloomington, MN",44.8306,-93.3151,,,,,Bloomington,MN
"Isanti, MN",45.4929,-93.2414,,,,,Isanti,MN
"Greenwood, MN",44.911,-93.5517,,,,,Greenwood,MN
"Waconia, MN",44.8413,-93.7926,,,,,Waconia,MN
"Clarks Grove, MN",43.7618,-93.329,,,,,Clarks Grove,MN
"Meire Grove, MN",45.6263,-94.8693,,,,,Meire Grove,MN
"Calumet, MN",47.3198,-93.2667,,,,,Calumet,MN
"Preston, MN",43.6726,-92.0828,,,,,Preston,MN
"Warsaw, MN",44.2574,-93.3774,,,,,Warsaw,MN
"Canton, MN",43.5298,-91.9299,,,,,Canton,MN
"Clearwater, MN",45.4102,-94.0446,,,,,Clearwater,MN
"Mayer, MN",44.8868,-93.8902,,,,,Mayer,MN
"Spring Valley, MN",43.6888,-92.3897,,,,,Spring Valley,MN
"Fergus Falls, MN",46.2854,-96.0759,,,,,Fergus Falls,MN
"Ranier, MN",48.6066,-93.3531,,,,,Ranier,MN
"Mendota, MN",44.8876,-93.1609,,,,,Mendota,MN
"Pipestone, MN",43.9958,-96.3117,,,,,Pipestone,MN
"Tracy, MN",44.2389,-95.615,,,,,Tracy,MN
"Boy River, MN",47.1669,-94.1234,,,,,Boy River,MN
"Scandia, MN",45.254,-92.8278,,,,,Scandia,MN
"Madison, MN",45.0127,-96.1889,,,,,Madison,MN
"Ivanhoe, MN",44.4651,-96.252,,,,,Ivanhoe,MN
"Sherburn, MN",43.6547,-94.7273,,,,,Sherburn,MN
"Lansing, MN",43.7476,-92.9658,,,,,Lansing,MN
"Woodbury, MN",44.9056,-92.923,,,,,Woodbury,MN
"Luverne, MN",43.6533,-96.2146,,,,,Luverne,MN
"Bagley, MN",47.5239,-95.4041,,,,,Bagley,MN
"Menahga, MN",46.7471,-95.1012,,,,,Menahga,MN
"Skyline, MN",44.1408,-94.034,,,,,Skyline,MN
"Shoreview, MN",45.0842,-93.1358,,,,,Shoreview,MN
"Cologne, MN",44.7695,-93.7931,,,,,Cologne,MN
"Robbinsdale, MN",45.0261,-93.3332,,,,,Robbinsdale,MN
"Dexter, MN",43.7196,-92.7019,,,,,Dexter,MN
"Lake Bronson, MN",48.7322,-96.664,,,,,Lake Bronson,MN
"Mounds View, MN",45.1072,-93.2078,,,,,Mounds View,MN
"Marietta, MN",45.0105,-96.419,,,,,Marietta,MN
"Lester Prairie, MN",44.8829,-94.0375,,,,,Lester Prairie,MN
"Bricelyn, MN",43.5607,-93.813,,,,,Bricelyn,MN
"Hazel Run, MN",44.7484,-95.7165,,,,,Hazel Run,MN
"Milaca, MN",45.7573,-93.6522,,,,,Milaca,MN
"Barry, MN",45.5582,-96.5604,,,,,Barry,MN
"Breckenridge, MN",46.2662,-96.585,,,,,Breckenridge,MN
"Odessa, MN",45.2622,-96.3335,,,,,Odessa,MN
"Clements, MN",44.3801,-95.0548,,,,,Clements,MN
"Mound, MN",44.9336,-93.6608,,,,,Mound,MN
"Elgin, MN",44.1257,-92.2471,,,,,Elgin,MN
"Sobieski, MN",45.923,-94.482,,,,,Sobieski,MN
"Lakeville, MN",44.6776,-93.2521,,,,,Lakeville,MN
"McGregor, MN",46.6087,-93.306,,,,,McGregor,MN
"Centerville, MN",45.164,-93.054,,,,,Centerville,MN
"Nett Lake, MN",48.1146,-93.0811,,,,,Nett Lake,MN
"Garvin, MN",44.2142,-95.7607,,,,,Garvin,MN
"Beaver Bay, MN",47.2561,-91.3061,,,,,Beaver Bay,MN
"Woodland, MN",44.9503,-93.5139,,,,,Woodland,MN
"Kandiyohi, MN",45.1315,-94.9331,,,,,Kandiyohi,MN
"Isle, MN",46.1398,-93.4597,,,,,Isle,MN
"Belle Plaine, MN",44.6189,-93.7644,,,,,Belle Plaine,MN
"Goodridge, MN",48.1442,-95.8039,,,,,Goodridge,MN
"Faribault, MN",44.2985,-93.2787,,,,,Faribault,MN
"Lewisville, MN",43.9241,-94.434,,,,,Lewisville,MN
"Harris, MN",45.5976,-92.9869,,,,,Harris,MN
"Bovey, MN",47.2962,-93.4036,,,,,Bovey,MN
"Chaska, MN",44.8164,-93.6092,,,,,Chaska,MN
"Vineland, MN",46.1832,-93.7823,,,,,Vineland,MN
"Elysian, MN",44.2067,-93.6765,,,,,Elysian,MN
"Stanchfield, MN",45.665,-93.1815,,,,,Stanchfield,MN
"Erskine, MN",47.6648,-96.0125,,,,,Erskine,MN
"West St. Paul, MN",44.9018,-93.0858,,,,,West St. Paul,MN
"Villard, MN",45.7141,-95.2692,,,,,Villard,MN
"Spring Park, MN",44.9361,-93.6326,,,,,Spring Park,MN
"Rushmore, MN",43.6197,-95.799,,,,,Rushmore,MN
"Delhi, MN",44.598,-95.2134,,,,,Delhi,MN
"Virginia, MN",47.5169,-92.5128,,,,,Virginia,MN
"Rose Creek, MN",43.6046,-92.8297,,,,,Rose Creek,MN
"Greenbush, MN",48.701,-96.1835,,,,,Greenbush,MN
"Adams, MN",43.5654,-92.719,,,,,Adams,MN
"Kennedy, MN",48.6429,-96.9106,,,,,Kennedy,MN
"Grove City, MN",45.148,-94.6815,,,,,Grove City,MN
"Coon Rapids, MN",45.1755,-93.3095,,,,,Coon Rapids,MN
"Pine Island, MN",44.197,-92.6164,,,,,Pine Island,MN
"Tower, MN",47.8103,-92.2832,,,,,Tower,MN
"Beltrami, MN",47.5425,-96.5271,,,,,Beltrami,MN
"The Ranch, MN",47.3198,-95.6952,,,,,The Ranch,MN
"Glenwood, MN",45.6517,-95.3643,,,,,Glenwood,MN
"Turtle River, MN",47.5882,-94.7581,,,,,Turtle River,MN
"Danube, MN",44.791,-95.1029,,,,,Danube,MN
"Fish Lake, MN",43.8404,-95.0477,,,,,Fish Lake,MN
"Good Thunder, MN",44.0067,-94.0703,,,,,Good Thunder,MN
"Porter, MN",44.642,-96.1693,,,,,Porter,MN
"Forada, MN",45.7884,-95.3567,,,,,Forada,MN
"Roy Lake, MN",47.3176,-95.5428,,,,,Roy Lake,MN
"Dumont, MN",45.7174,-96.4231,,,,,Dumont,MN
"International Falls, MN",48.5884,-93.4083,,,,,International Falls,MN
"Brookston, MN",46.8654,-92.6028,,,,,Brookston,MN
"Hopkins, MN",44.9261,-93.4056,,,,,Hopkins,MN
"Warroad, MN",48.9169,-95.3272,,,,,Warroad,MN
"Zumbrota, MN",44.295,-92.6734,,,,,Zumbrota,MN
"Funkley, MN",47.786,-94.4266,,,,,Funkley,MN
"Evan, MN",44.3549,-94.8361,,,,,Evan,MN
"Backus, MN",46.8207,-94.5148,,,,,Backus,MN
"Cambridge, MN",45.5612,-93.2283,,,,,Cambridge,MN
"Fertile, MN",47.5339,-96.2893,,,,,Fertile,MN
"Onamia, MN",46.07,-93.6676,,,,,Onamia,MN
"St. Michael, MN",45.2014,-93.692,,,,,St. Michael,MN
"Gary, MN",47.3725,-96.2656,,,,,Gary,MN
"Royalton, MN",45.8302,-94.2931,,,,,Royalton,MN
"Goodhue, MN",44.4007,-92.6255,,,,,Goodhue,MN
"Shelly, MN",47.4583,-96.8198,,,,,Shelly,MN
"Henning, MN",46.3233,-95.4424,,,,,Henning,MN
"Lindstrom, MN",45.3871,-92.8477,,,,,Lindstrom,MN
"Madison Lake, MN",44.2044,-93.8161,,,,,Madison Lake,MN
"Vergas, MN",46.6549,-95.8038,,,,,Vergas,MN
"Grand Meadow, MN",43.7058,-92.5705,,,,,Grand Meadow,MN
"Carver, MN",44.7598,-93.6302,,,,,Carver,MN
"Gonvick, MN",47.7391,-95.5125,,,,,Gonvick,MN
"Lutsen, MN",47.6715,-90.6885,,,,,Lutsen,MN
"Minneapolis, MN",44.9635,-93.2678,,,,,Minneapolis,MN
"Bigfork, MN",47.7473,-93.6525,,,,,Bigfork,MN
"Randolph, MN",44.526,-93.0198,,,,,Randolph,MN
"Effie, MN",47.8412,-93.6377,,,,,Effie,MN
"Middle River, MN",48.4349,-96.1617,,,,,Middle River,MN
"Grand Marais, MN",47.7586,-90.3443,,,,,Grand Marais,MN
"Walker, MN",47.0891,-94.5853,,,,,Walker,MN
"Gibbon, MN",44.5333,-94.5242,,,,,Gibbon,MN
"Buffalo, MN",45.1794,-93.8644,,,,,Buffalo,MN
"Shafer, MN",45.3901,-92.7531,,,,,Shafer,MN
"Merrifield, MN",46.4673,-94.1746,,,,,Merrifield,MN
"Babbitt, MN",47.6445,-91.9458,,,,,Babbitt,MN
"Nelson, MN",45.8865,-95.2648,,,,,Nelson,MN
"Le Sueur, MN",44.4704,-93.9025,,,,,Le Sueur,MN
"Rushford, MN",43.8131,-91.7535,,,,,Rushford,MN
"Emily, MN",46.7602,-93.9665,,,,,Emily,MN
"Conger, MN",43.6153,-93.5281,,,,,Conger,MN
"Farmington, MN",44.6572,-93.1687,,,,,Farmington,MN
"Wyoming, MN",45.3365,-92.9766,,,,,Wyoming,MN
"Felton, MN",47.0749,-96.5058,,,,,Felton,MN
"Alberta, MN",45.5749,-96.0505,,,,,Alberta,MN
"Waverly, MN",45.065,-93.9663,,,,,Waverly,MN
"Osseo, MN",45.1179,-93.3992,,,,,Osseo,MN
"Leonidas, MN",47.4681,-92.5679,,,,,Leonidas,MN
"Lake Benton, MN",44.2644,-96.2918,,,,,Lake Benton,MN
"Lakefield, MN",43.678,-95.1695,,,,,Lakefield,MN
"Becker, MN",45.3814,-93.8737,,,,,Becker,MN
"La Crescent, MN",43.8299,-91.3042,,,,,La Crescent,MN
"Cottonwood, MN",44.6105,-95.6721,,,,,Cottonwood,MN
"North Oaks, MN",45.1002,-93.0881,,,,,North Oaks,MN
"Dodge Center, MN",44.0289,-92.8508,,,,,Dodge Center,MN
"Magnolia, MN",43.6441,-96.0752,,,,,Magnolia,MN
"Racine, MN",43.7755,-92.481,,,,,Racine,MN
"Cobden, MN",44.2825,-94.8466,,,,,Cobden,MN
"Silver Creek, MN",45.3127,-93.9827,,,,,Silver Creek,MN
"Canby, MN",44.7157,-96.269,,,,,Canby,MN
"Ellendale, MN",43.8727,-93.2993,,,,,Ellendale,MN
"Willernie, MN",45.054,-92.9571,,,,,Willernie,MN
"Alexandria, MN",45.8777,-95.3766,,,,,Alexandria,MN
"Elko New Market, MN",44.5667,-93.3381,,,,,Elko New Market,MN
"Florence, MN",44.236,-96.0531,,,,,Florence,MN
"Donaldson, MN",48.5749,-96.8992,,,,,Donaldson,MN
"Redwood Falls, MN",44.5471,-95.1031,,,,,Redwood Falls,MN
"Taopi, MN",43.5575,-92.6404,,,,,Taopi,MN
"St. Charles, MN",43.9692,-92.0591,,,,,St. Charles,MN
"Vining, MN",46.2612,-95.5342,,,,,Vining,MN
"Hoffman, MN",45.8341,-95.787,,,,,Hoffman,MN
"Leonard, MN",47.6513,-95.267,,,,,Leonard,MN
"Avoca, MN",43.949,-95.6465,,,,,Avoca,MN
"Kenyon, MN",44.2726,-92.9858,,,,,Kenyon,MN
"Longville, MN",46.9877,-94.212,,,,,Longville,MN
"Roosevelt, MN",48.807,-95.101,,,,,Roosevelt,MN
"Taconite, MN",47.3315,-93.3758,,,,,Taconite,MN
"Long Beach, MN",45.6509,-95.4294,,,,,Long Beach,MN
"Morgan, MN",44.4158,-94.9248,,,,,Morgan,MN
"Hawley, MN",46.877,-96.318,,,,,Hawley,MN
"New Trier, MN",44.604,-92.9328,,,,,New Trier,MN
"Henderson, MN",44.5278,-93.9091,,,,,Henderson,MN
"Marble, MN",47.328,-93.294,,,,,Marble,MN
"Little Falls, MN",45.9835,-94.3599,,,,,Little Falls,MN
"Iona, MN",43.9149,-95.7857,,,,,Iona,MN
"Lengby, MN",47.5155,-95.6346,,,,,Lengby,MN
"Hugo, MN",45.1671,-92.9588,,,,,Hugo,MN
"Barnum, MN",46.5054,-92.6884,,,,,Barnum,MN
"Mankato, MN",44.1711,-93.9773,,,,,Mankato,MN
"Winnebago, MN",43.7643,-94.1705,,,,,Winnebago,MN
"Greenwald, MN",45.6014,-94.8594,,,,,Greenwald,MN
"Eagle Lake, MN",44.1616,-93.8846,,,,,Eagle Lake,MN
"Kinney, MN",47.5167,-92.7227,,,,,Kinney,MN
"Stewart, MN",44.7236,-94.4868,,,,,Stewart,MN
"Argyle, MN",48.3366,-96.8162,,,,,Argyle,MN
"Crookston, MN",47.7747,-96.6062,,,,,Crookston,MN
"St. Leo, MN",44.7173,-96.0526,,,,,St. Leo,MN
"Oak Grove, MN",45.3409,-93.3264,,,,,Oak Grove,MN
"Seaforth, MN",44.4763,-95.331,,,,,Seaforth,MN
"Stephen, MN",48.4518,-96.8769,,,,,Stephen,MN
"Tonka Bay, MN",44.9152,-93.5896,,,,,Tonka Bay,MN
"Motley, MN",46.3349,-94.6423,,,,,Motley,MN
"Whipholt, MN",47.0436,-94.386,,,,,Whipholt,MN
"Upsala, MN",45.81,-94.5673,,,,,Upsala,MN
"Olivia, MN",44.7771,-94.9975,,,,,Olivia,MN
"Callaway, MN",46.982,-95.912,,,,,Callaway,MN
"Comstock, MN",46.6595,-96.7466,,,,,Comstock,MN
"Odin, MN",43.8672,-94.7427,,,,,Odin,MN
"Staples, MN",46.369,-94.8018,,,,,Staples,MN
"Mapleton, MN",43.9263,-93.9544,,,,,Mapleton,MN
"St. Francis, MN",45.3991,-93.3902,,,,,St. Francis,MN
"Medford, MN",44.1685,-93.2472,,,,,Medford,MN
"Clitherall, MN",46.2745,-95.6309,,,,,Clitherall,MN
"Tintah, MN",46.0108,-96.3201,,,,,Tintah,MN
"Burtrum, MN",45.8658,-94.6874,,,,,Burtrum,MN
"Kensington, MN",45.7782,-95.697,,,,,Kensington,MN
"Fountain, MN",43.7425,-92.1342,,,,,Fountain,MN
"Atwater, MN",45.1356,-94.7769,,,,,Atwater,MN
"Biwabik, MN",47.5551,-92.3233,,,,,Biwabik,MN
"Golden Valley, MN",44.9901,-93.3591,,,,,Golden Valley,MN
"Lake St. Croix Beach, MN",44.9245,-92.7657,,,,,Lake St. Croix Beach,MN
"Naytahwaush, MN",47.2703,-95.6335,,,,,Naytahwaush,MN
"Iron Junction, MN",47.4189,-92.6087,,,,,Iron Junction,MN
"Randall, MN",46.0887,-94.5007,,,,,Randall,MN
"Clontarf, MN",45.377,-95.677,,,,,Clontarf,MN
"Finland, MN",47.435,-91.2682,,,,,Finland,MN
"Barnesville, MN",46.6501,-96.4163,,,,,Barnesville,MN
"Perham, MN",46.5988,-95.5745,,,,,Perham,MN
"Norwood Young America, MN",44.7721,-93.9192,,,,,Norwood Young America,MN
"Humboldt, MN",48.9215,-97.0948,,,,,Humboldt,MN
"Wilder, MN",43.828,-95.2058,,,,,Wilder,MN
"Squaw Lake, MN",47.6275,-94.1381,,,,,Squaw Lake,MN
"Hinckley, MN",46.0122,-92.9256,,,,,Hinckley,MN
"Ulen, MN",47.0781,-96.2581,,,,,Ulen,MN
"Elba, MN",44.0864,-92.0181,,,,,Elba,MN
"Arlington, MN",44.6083,-94.0766,,,,,Arlington,MN
"Champlin, MN",45.1702,-93.3903,,,,,Champlin,MN
"Circle Pines, MN",45.1409,-93.1505,,,,,Circle Pines,MN
"Wanamingo, MN",44.3026,-92.7872,,,,,Wanamingo,MN
"Jordan, MN",44.6652,-93.6351,,,,,Jordan,MN
"Winton, MN",47.9284,-91.8004,,,,,Winton,MN
"Blue Earth, MN",43.6404,-94.1004,,,,,Blue Earth,MN
"Borup, MN",47.1803,-96.5058,,,,,Borup,MN
"Garrison, MN",46.2992,-93.8263,,,,,Garrison,MN
"Hallock, MN",48.766,-96.9427,,,,,Hallock,MN
"East Gull Lake, MN",46.3948,-94.3548,,,,,East Gull Lake,MN
"The Lakes, MN",44.136,-95.7084,,,,,The Lakes,MN
"Garfield, MN",45.9387,-95.4942,,,,,Garfield,MN
"Bigelow, MN",43.5053,-95.6892,,,,,Bigelow,MN
"Rochester, MN",44.0151,-92.4778,,,,,Rochester,MN
"Dundas, MN",44.4277,-93.2039,,,,,Dundas,MN
"Strandquist, MN",48.4894,-96.4479,,,,,Strandquist,MN
"Dayton, MN",45.1906,-93.4758,,,,,Dayton,MN
"Alpha, MN",43.6382,-94.8708,,,,,Alpha,MN
"Pease, MN",45.6995,-93.649,,,,,Pease,MN
"Bellingham, MN",45.1366,-96.2841,,,,,Bellingham,MN
"Cannon Falls, MN",44.5123,-92.9034,,,,,Cannon Falls,MN
"Okabena, MN",43.7393,-95.3166,,,,,Okabena,MN
"Darwin, MN",45.0968,-94.4136,,,,,Darwin,MN
"Lake Park, MN",46.884,-96.0988,,,,,Lake Park,MN
"Louisburg, MN",45.1645,-96.1711,,,,,Louisburg,MN
"New York Mills, MN",46.5211,-95.3725,,,,,New York Mills,MN
"Ruthton, MN",44.1776,-96.1035,,,,,Ruthton,MN
"Finlayson, MN",46.2051,-92.9248,,,,,Finlayson,MN
"Lakeland Shores, MN",44.9478,-92.7612,,,,,Lakeland Shores,MN
"Altura, MN",44.0642,-91.9436,,,,,Altura,MN
"Byron, MN",44.0379,-92.6411,,,,,Byron,MN
"North Mankato, MN",44.1814,-94.0386,,,,,North Mankato,MN
"Wayzata, MN",44.9707,-93.514,,,,,Wayzata,MN
"Bluffton, MN",46.4696,-95.2337,,,,,Bluffton,MN
"Sartell, MN",45.6186,-94.2205,,,,,Sartell,MN
"St. Augusta, MN",45.4497,-94.1996,,,,,St. Augusta,MN
"Cold Spring, MN",45.457,-94.43,,,,,Cold Spring,MN
"Eagle Bend, MN",46.1643,-95.0341,,,,,Eagle Bend,MN
"Taylors Falls, MN",45.4121,-92.6644,,,,,Taylors Falls,MN
"New Prague, MN",44.5459,-93.5759,,,,,New Prague,MN
"Shorewood, MN",44.9131,-93.5796,,,,,Shorewood,MN
"Keewatin, MN",47.4006,-93.0828,,,,,Keewatin,MN
"Bellechester, MN",44.371,-92.5113,,,,,Bellechester,MN
"Elmore, MN",43.5069,-94.0888,,,,,Elmore,MN
"Rosemount, MN",44.7465,-93.0662,,,,,Rosemount,MN
"Albany, MN",45.6284,-94.5674,,,,,Albany,MN
"Grant, MN",45.0825,-92.909,,,,,Grant,MN
"West Union, MN",45.7982,-95.0885,,,,,West Union,MN
"Hollandale, MN",43.7598,-93.2043,,,,,Hollandale,MN
"Chokio, MN",45.5731,-96.1747,,,,,Chokio,MN
"Monticello, MN",45.298,-93.7984,,,,,Monticello,MN
"Stacy, MN",45.3841,-92.9938,,,,,Stacy,MN
"Wrenshall, MN",46.6217,-92.384,,,,,Wrenshall,MN
"Pelican Rapids, MN",46.57,-96.086,,,,,Pelican Rapids,MN
"La Prairie, MN",47.2302,-93.4913,,,,,La Prairie,MN
"Albertville, MN",45.2364,-93.6618,,,,,Albertville,MN
"Hastings, MN",44.7318,-92.8538,,,,,Hastings,MN
"Brandon, MN",45.9663,-95.5944,,,,,Brandon,MN
"East Bethel, MN",45.3557,-93.2038,,,,,East Bethel,MN
"Minnesota City, MN",44.0923,-91.75,,,,,Minnesota City,MN
"Heidelberg, MN",44.4931,-93.6265,,,,,Heidelberg,MN
"Gaylord, MN",44.5555,-94.2123,,,,,Gaylord,MN
"St. Martin, MN",45.5028,-94.6677,,,,,St. Martin,MN
"Elrosa, MN",45.5627,-94.9474,,,,,Elrosa,MN
"Ronneby, MN",45.6853,-93.8601,,,,,Ronneby,MN
"Mountain Lake, MN",43.9414,-94.9272,,,,,Mountain Lake,MN
"Vesta, MN",44.5066,-95.414,,,,,Vesta,MN
"Browerville, MN",46.0807,-94.8646,,,,,Browerville,MN
"Savage, MN",44.7544,-93.3631,,,,,Savage,MN
"Foley, MN",45.6636,-93.9095,,,,,Foley,MN
"Mahnomen, MN",47.3146,-95.9673,,,,,Mahnomen,MN
"Ball Club, MN",47.3311,-93.946,,,,,Ball Club,MN
"Detroit Lakes, MN",46.806,-95.8449,,,,,Detroit Lakes,MN
"Rock Creek, MN",45.7604,-92.9088,,,,,Rock Creek,MN
"Trosky, MN",43.8884,-96.2509,,,,,Trosky,MN
"Clinton, MN",45.4632,-96.4415,,,,,Clinton,MN
"Greenfield, MN",45.0997,-93.6884,,,,,Greenfield,MN
