City,lat,lng,,,,,city,state_id
"Whidbey Island Station, WA",48.3387,-122.6616,,,,,Whidbey Island Station,WA
"Town and Country, WA",47.7259,-117.4221,,,,,Town and Country,WA
"Tokeland, WA",46.709,-123.9839,,,,,Tokeland,WA
"Snoqualmie, WA",47.5293,-121.8412,,,,,Snoqualmie,WA
"Bremerton, WA",47.5436,-122.7121,,,,,Bremerton,WA
"East Cathlamet, WA",46.1968,-123.358,,,,,East Cathlamet,WA
"Fort Lewis, WA",47.0955,-122.5672,,,,,Fort Lewis,WA
"Salmon Creek, WA",45.7099,-122.6632,,,,,Salmon Creek,WA
"Skykomish, WA",47.7103,-121.3586,,,,,Skykomish,WA
"Tacoma, WA",47.2431,-122.4531,,,,,Tacoma,WA
"Monroe, WA",47.8596,-121.9853,,,,,Monroe,WA
"Loomis, WA",48.8235,-119.6398,,,,,Loomis,WA
"Pomeroy, WA",46.4737,-117.5967,,,,,Pomeroy,WA
"Brush Prairie, WA",45.725,-122.5483,,,,,Brush Prairie,WA
"Silver Firs, WA",47.8635,-122.1497,,,,,Silver Firs,WA
"Nespelem, WA",48.167,-118.9722,,,,,Nespelem,WA
"Meadowdale, WA",47.8583,-122.3156,,,,,Meadowdale,WA
"Shadow Lake, WA",47.4017,-122.0764,,,,,Shadow Lake,WA
"LaCrosse, WA",46.8021,-117.9013,,,,,LaCrosse,WA
"Concrete, WA",48.5371,-121.7512,,,,,Concrete,WA
"Sumas, WA",48.9956,-122.2695,,,,,Sumas,WA
"Ruston, WA",47.2982,-122.51,,,,,Ruston,WA
"La Center, WA",45.8589,-122.6764,,,,,La Center,WA
"Marrowstone, WA",48.0568,-122.6933,,,,,Marrowstone,WA
"Chelan Falls, WA",47.7995,-119.9882,,,,,Chelan Falls,WA
"Lake Cavanaugh, WA",48.3225,-122.0122,,,,,Lake Cavanaugh,WA
"Duluth, WA",45.7838,-122.647,,,,,Duluth,WA
"Sequim, WA",48.0747,-123.0944,,,,,Sequim,WA
"Benton City, WA",46.2624,-119.4814,,,,,Benton City,WA
"Moses Lake, WA",47.1284,-119.2741,,,,,Moses Lake,WA
"Fircrest, WA",47.2308,-122.5157,,,,,Fircrest,WA
"Othello, WA",46.8222,-119.1651,,,,,Othello,WA
"Mercer Island, WA",47.5625,-122.2265,,,,,Mercer Island,WA
"Enumclaw, WA",47.2017,-121.9897,,,,,Enumclaw,WA
"Chico, WA",47.6234,-122.7198,,,,,Chico,WA
"Enetai, WA",47.5885,-122.6058,,,,,Enetai,WA
"Hunts Point, WA",47.642,-122.229,,,,,Hunts Point,WA
"Clinton, WA",47.9731,-122.3577,,,,,Clinton,WA
"Hat Island, WA",48.013,-122.3201,,,,,Hat Island,WA
"Marietta-Alderwood, WA",48.7932,-122.5566,,,,,Marietta-Alderwood,WA
"Waitsburg, WA",46.2696,-118.151,,,,,Waitsburg,WA
"Sunnyslope, WA",47.4913,-120.3493,,,,,Sunnyslope,WA
"South Cle Elum, WA",47.1862,-120.9525,,,,,South Cle Elum,WA
"Selah, WA",46.6482,-120.5389,,,,,Selah,WA
"Lind, WA",46.9704,-118.6165,,,,,Lind,WA
"Five Corners, WA",45.6883,-122.5738,,,,,Five Corners,WA
"Winthrop, WA",48.4716,-120.179,,,,,Winthrop,WA
"Normandy Park, WA",47.4344,-122.3436,,,,,Normandy Park,WA
"Home, WA",47.279,-122.7744,,,,,Home,WA
"Graham, WA",47.0407,-122.2757,,,,,Graham,WA
"Yacolt, WA",45.865,-122.4059,,,,,Yacolt,WA
"Packwood, WA",46.6085,-121.6702,,,,,Packwood,WA
"Queets, WA",47.5314,-124.3385,,,,,Queets,WA
"Finley, WA",46.1697,-119.0446,,,,,Finley,WA
"Northport, WA",48.9159,-117.7796,,,,,Northport,WA
"Medina, WA",47.6256,-122.2338,,,,,Medina,WA
"Browns Point, WA",47.3036,-122.4369,,,,,Browns Point,WA
"Summit, WA",47.1694,-122.3628,,,,,Summit,WA
"Albion, WA",46.7916,-117.2511,,,,,Albion,WA
"Sudden Valley, WA",48.7199,-122.3468,,,,,Sudden Valley,WA
"Bunk Foss, WA",47.9618,-122.0943,,,,,Bunk Foss,WA
"Gleed, WA",46.6594,-120.6025,,,,,Gleed,WA
"Maryhill, WA",45.6928,-120.807,,,,,Maryhill,WA
"Oyehut, WA",47.0233,-124.1632,,,,,Oyehut,WA
"Alder, WA",46.7872,-122.2667,,,,,Alder,WA
"Ridgefield, WA",45.8116,-122.7052,,,,,Ridgefield,WA
"Bryant, WA",48.24,-122.1638,,,,,Bryant,WA
"Nisqually Indian Community, WA",47.0178,-122.6728,,,,,Nisqually Indian Community,WA
"Porter, WA",46.9489,-123.2736,,,,,Porter,WA
"Kettle Falls, WA",48.6055,-118.062,,,,,Kettle Falls,WA
"Chelan, WA",47.8417,-120.027,,,,,Chelan,WA
"Edison, WA",48.5602,-122.431,,,,,Edison,WA
"Neilton, WA",47.4031,-123.8782,,,,,Neilton,WA
"Fox Island, WA",47.2475,-122.6255,,,,,Fox Island,WA
"Renton, WA",47.4758,-122.1905,,,,,Renton,WA
"Baring, WA",47.7661,-121.4803,,,,,Baring,WA
"Hobart, WA",47.412,-121.996,,,,,Hobart,WA
"Wallula, WA",46.0847,-118.9056,,,,,Wallula,WA
"Touchet, WA",46.0412,-118.6724,,,,,Touchet,WA
"Leavenworth, WA",47.5948,-120.6633,,,,,Leavenworth,WA
"Fobes Hill, WA",47.9391,-122.1341,,,,,Fobes Hill,WA
"Harrington, WA",47.4802,-118.2552,,,,,Harrington,WA
"Port Orchard, WA",47.5164,-122.661,,,,,Port Orchard,WA
"Alderwood Manor, WA",47.8147,-122.2676,,,,,Alderwood Manor,WA
"Kennewick, WA",46.1979,-119.1732,,,,,Kennewick,WA
"Ahtanum, WA",46.5583,-120.6109,,,,,Ahtanum,WA
"Wilderness Rim, WA",47.4463,-121.7691,,,,,Wilderness Rim,WA
"Machias, WA",47.9917,-122.0515,,,,,Machias,WA
"Bingen, WA",45.7139,-121.4704,,,,,Bingen,WA
"Four Lakes, WA",47.5582,-117.5891,,,,,Four Lakes,WA
"Springdale, WA",48.0572,-117.7466,,,,,Springdale,WA
"Washtucna, WA",46.7538,-118.3106,,,,,Washtucna,WA
"Covington, WA",47.3668,-122.1044,,,,,Covington,WA
"Allyn, WA",47.3863,-122.8386,,,,,Allyn,WA
"North Sultan, WA",47.8827,-121.8251,,,,,North Sultan,WA
"Union Gap, WA",46.5567,-120.4977,,,,,Union Gap,WA
"Shelton, WA",47.2188,-123.1127,,,,,Shelton,WA
"Chinook, WA",46.2755,-123.9425,,,,,Chinook,WA
"Blaine, WA",48.9839,-122.7414,,,,,Blaine,WA
"Port Hadlock-Irondale, WA",48.0316,-122.789,,,,,Port Hadlock-Irondale,WA
"Burley, WA",47.4166,-122.6377,,,,,Burley,WA
"Mount Vernon, WA",48.4202,-122.3116,,,,,Mount Vernon,WA
"Electric City, WA",47.922,-119.0475,,,,,Electric City,WA
"Ronald, WA",47.2338,-121.0335,,,,,Ronald,WA
"Nespelem Community, WA",48.1715,-119.0244,,,,,Nespelem Community,WA
"Amanda Park, WA",47.4532,-123.9194,,,,,Amanda Park,WA
"Clarkston Heights-Vineland, WA",46.3876,-117.0831,,,,,Clarkston Heights-Vineland,WA
"Boulevard Park, WA",47.5135,-122.3159,,,,,Boulevard Park,WA
"Big Lake, WA",48.3933,-122.2422,,,,,Big Lake,WA
"Boyds, WA",48.7245,-118.1321,,,,,Boyds,WA
"Parkwood, WA",47.5266,-122.5986,,,,,Parkwood,WA
"Deer Park, WA",47.9642,-117.4397,,,,,Deer Park,WA
"Humptulips, WA",47.2491,-123.9348,,,,,Humptulips,WA
"SeaTac, WA",47.4445,-122.2986,,,,,SeaTac,WA
"Maple Valley, WA",47.3659,-122.0368,,,,,Maple Valley,WA
"Millwood, WA",47.6856,-117.2806,,,,,Millwood,WA
"Point Roberts, WA",48.9883,-123.0576,,,,,Point Roberts,WA
"Dixie, WA",46.1392,-118.148,,,,,Dixie,WA
"East Port Orchard, WA",47.5193,-122.6183,,,,,East Port Orchard,WA
"Morton, WA",46.5575,-122.2815,,,,,Morton,WA
"Alger, WA",48.6176,-122.3369,,,,,Alger,WA
"Kahlotus, WA",46.6437,-118.5556,,,,,Kahlotus,WA
"Fife Heights, WA",47.2593,-122.3457,,,,,Fife Heights,WA
"Cherry Grove, WA",45.8021,-122.5764,,,,,Cherry Grove,WA
"Clearview, WA",47.8292,-122.1452,,,,,Clearview,WA
"Greenwater, WA",47.1465,-121.632,,,,,Greenwater,WA
"Picnic Point, WA",47.8745,-122.3079,,,,,Picnic Point,WA
"Kendall, WA",48.9168,-122.1383,,,,,Kendall,WA
"Seabeck, WA",47.6437,-122.8219,,,,,Seabeck,WA
"Startup, WA",47.8671,-121.7495,,,,,Startup,WA
"Steilacoom, WA",47.1699,-122.5935,,,,,Steilacoom,WA
"Lamont, WA",47.2007,-117.9049,,,,,Lamont,WA
"Bay View, WA",48.487,-122.4628,,,,,Bay View,WA
"Valley, WA",48.173,-117.7244,,,,,Valley,WA
"North Marysville, WA",48.1111,-122.1459,,,,,North Marysville,WA
"Brady, WA",47.0064,-123.5321,,,,,Brady,WA
"May Creek, WA",47.8555,-121.6743,,,,,May Creek,WA
"Clear Lake, WA",48.4561,-122.2378,,,,,Clear Lake,WA
"Keller, WA",48.0852,-118.7164,,,,,Keller,WA
"Redmond, WA",47.6762,-122.1169,,,,,Redmond,WA
"Ilwaco, WA",46.3108,-124.0422,,,,,Ilwaco,WA
"Mountlake Terrace, WA",47.7921,-122.3076,,,,,Mountlake Terrace,WA
"Parker, WA",46.5022,-120.4668,,,,,Parker,WA
"Soap Lake, WA",47.3914,-119.4892,,,,,Soap Lake,WA
"Grand Mound, WA",46.8053,-123.0119,,,,,Grand Mound,WA
"Manchester, WA",47.5519,-122.5517,,,,,Manchester,WA
"Prairie Heights, WA",47.1529,-122.1048,,,,,Prairie Heights,WA
"Verlot, WA",48.1002,-121.7679,,,,,Verlot,WA
"North Omak, WA",48.444,-119.4459,,,,,North Omak,WA
"Naches, WA",46.7274,-120.6945,,,,,Naches,WA
"Summitview, WA",46.598,-120.6514,,,,,Summitview,WA
"Clover Creek, WA",47.1404,-122.3827,,,,,Clover Creek,WA
"Prosser, WA",46.2066,-119.7662,,,,,Prosser,WA
"Naselle, WA",46.365,-123.8013,,,,,Naselle,WA
"Rock Island, WA",47.3743,-120.1382,,,,,Rock Island,WA
"Goldendale, WA",45.8192,-120.8233,,,,,Goldendale,WA
"Maltby, WA",47.8027,-122.1044,,,,,Maltby,WA
"Oak Harbor, WA",48.2965,-122.6331,,,,,Oak Harbor,WA
"Tanglewilde, WA",47.0512,-122.781,,,,,Tanglewilde,WA
"Endicott, WA",46.9282,-117.6867,,,,,Endicott,WA
"Mill Creek East, WA",47.8361,-122.1877,,,,,Mill Creek East,WA
"Maple Heights-Lake Desire, WA",47.4441,-122.0973,,,,,Maple Heights-Lake Desire,WA
"Midland, WA",47.1734,-122.412,,,,,Midland,WA
"Kingston, WA",47.8014,-122.4989,,,,,Kingston,WA
"Esperance, WA",47.7937,-122.3469,,,,,Esperance,WA
"Grays River, WA",46.3608,-123.589,,,,,Grays River,WA
"Sultan, WA",47.8708,-121.8044,,,,,Sultan,WA
"La Grande, WA",46.8199,-122.2962,,,,,La Grande,WA
"Ritzville, WA",47.1254,-118.3808,,,,,Ritzville,WA
"Malott, WA",48.2919,-119.6954,,,,,Malott,WA
"Coulee City, WA",47.612,-119.2892,,,,,Coulee City,WA
"Raymond, WA",46.6838,-123.738,,,,,Raymond,WA
"Wollochet, WA",47.2828,-122.5769,,,,,Wollochet,WA
"Quincy, WA",47.2347,-119.8522,,,,,Quincy,WA
"Walla Walla East, WA",46.0517,-118.3024,,,,,Walla Walla East,WA
"Hamilton, WA",48.5282,-121.9834,,,,,Hamilton,WA
"Woodinville, WA",47.7569,-122.1477,,,,,Woodinville,WA
"Bay Center, WA",46.6211,-123.9533,,,,,Bay Center,WA
"Port Townsend, WA",48.122,-122.7872,,,,,Port Townsend,WA
"Riverside, WA",48.5047,-119.5102,,,,,Riverside,WA
"Woodway, WA",47.7903,-122.3851,,,,,Woodway,WA
"Qui-nai-elt Village, WA",47.2502,-124.1903,,,,,Qui-nai-elt Village,WA
"Stevenson, WA",45.6944,-121.8932,,,,,Stevenson,WA
"Ocean Park, WA",46.4961,-124.0443,,,,,Ocean Park,WA
"Port Angeles, WA",48.1142,-123.4565,,,,,Port Angeles,WA
"Bonney Lake, WA",47.1789,-122.1698,,,,,Bonney Lake,WA
"Oroville, WA",48.942,-119.4304,,,,,Oroville,WA
"Garrett, WA",46.0633,-118.3876,,,,,Garrett,WA
"Otis Orchards-East Farms, WA",47.703,-117.0854,,,,,Otis Orchards-East Farms,WA
"Warm Beach, WA",48.1649,-122.3442,,,,,Warm Beach,WA
"Twin Lakes, WA",48.2622,-118.359,,,,,Twin Lakes,WA
"Conway, WA",48.3357,-122.3444,,,,,Conway,WA
"College Place, WA",46.0418,-118.3879,,,,,College Place,WA
"Eastmont, WA",47.8968,-122.1817,,,,,Eastmont,WA
"Maple Falls, WA",48.9135,-122.1048,,,,,Maple Falls,WA
"Ephrata, WA",47.3119,-119.5344,,,,,Ephrata,WA
"Buena, WA",46.4299,-120.3176,,,,,Buena,WA
"Tumwater, WA",46.989,-122.9173,,,,,Tumwater,WA
"Desert Aire, WA",46.6873,-119.9311,,,,,Desert Aire,WA
"Lake Holm, WA",47.2986,-122.1335,,,,,Lake Holm,WA
"Mukilteo, WA",47.9094,-122.3035,,,,,Mukilteo,WA
"Twisp, WA",48.3618,-120.1169,,,,,Twisp,WA
"Lake Shore, WA",45.6911,-122.6911,,,,,Lake Shore,WA
"Keyport, WA",47.6993,-122.6232,,,,,Keyport,WA
"Lake Stevens, WA",48.0029,-122.096,,,,,Lake Stevens,WA
"Starbuck, WA",46.5182,-118.1245,,,,,Starbuck,WA
"Harrah, WA",46.4071,-120.5422,,,,,Harrah,WA
"Hansville, WA",47.8978,-122.5579,,,,,Hansville,WA
"Carlsborg, WA",48.0842,-123.1697,,,,,Carlsborg,WA
"Yelm, WA",46.9398,-122.6261,,,,,Yelm,WA
"Fenwick Island, DE",38.4603,-75.0542,,,,,Fenwick Island,DE
"Delmar, DE",38.4651,-75.5552,,,,,Delmar,DE
"Ardencroft, DE",39.8056,-75.4862,,,,,Ardencroft,DE
"Farmington, DE",38.8699,-75.579,,,,,Farmington,DE
"Felton, DE",39.0127,-75.5764,,,,,Felton,DE
"Hartly, DE",39.1683,-75.7125,,,,,Hartly,DE
"Pike Creek, DE",39.7485,-75.6953,,,,,Pike Creek,DE
"Millville, DE",38.5353,-75.1287,,,,,Millville,DE
"Highland Acres, DE",39.1162,-75.5216,,,,,Highland Acres,DE
"Rising Sun-Lebanon, DE",39.0999,-75.5048,,,,,Rising Sun-Lebanon,DE
"Little Creek, DE",39.1661,-75.4481,,,,,Little Creek,DE
"Magnolia, DE",39.0714,-75.476,,,,,Magnolia,DE
"Greenville, DE",39.7783,-75.6049,,,,,Greenville,DE
"Elsmere, DE",39.7385,-75.5946,,,,,Elsmere,DE
"Harrington, DE",38.9244,-75.5707,,,,,Harrington,DE
"Seaford, DE",38.6539,-75.6117,,,,,Seaford,DE
"Dover Base Housing, DE",39.1179,-75.4839,,,,,Dover Base Housing,DE
"Dagsboro, DE",38.5466,-75.2467,,,,,Dagsboro,DE
"Milford, DE",38.9091,-75.4224,,,,,Milford,DE
"Bridgeville, DE",38.7247,-75.6027,,,,,Bridgeville,DE
"Bellefonte, DE",39.7669,-75.4982,,,,,Bellefonte,DE
"Smyrna, DE",39.2922,-75.6076,,,,,Smyrna,DE
"Wilmington Manor, DE",39.6858,-75.5849,,,,,Wilmington Manor,DE
"New Castle, DE",39.6685,-75.5692,,,,,New Castle,DE
"Bowers, DE",39.0602,-75.4021,,,,,Bowers,DE
"Bethel, DE",38.5706,-75.6194,,,,,Bethel,DE
"Selbyville, DE",38.4627,-75.2083,,,,,Selbyville,DE
"Houston, DE",38.9174,-75.5039,,,,,Houston,DE
"Woodside East, DE",39.0676,-75.5376,,,,,Woodside East,DE
"Viola, DE",39.0429,-75.5714,,,,,Viola,DE
"Dewey Beach, DE",38.6958,-75.0749,,,,,Dewey Beach,DE
"Newport, DE",39.7136,-75.6052,,,,,Newport,DE
"Bethany Beach, DE",38.5391,-75.066,,,,,Bethany Beach,DE
"Edgemoor, DE",39.7551,-75.507,,,,,Edgemoor,DE
"Townsend, DE",39.3968,-75.6945,,,,,Townsend,DE
"Georgetown, DE",38.6899,-75.3872,,,,,Georgetown,DE
"Kenton, DE",39.2272,-75.6646,,,,,Kenton,DE
"Greenwood, DE",38.8069,-75.5907,,,,,Greenwood,DE
"North Star, DE",39.755,-75.7331,,,,,North Star,DE
"Slaughter Beach, DE",38.9143,-75.3085,,,,,Slaughter Beach,DE
"Middletown, DE",39.4453,-75.7166,,,,,Middletown,DE
"Blades, DE",38.6353,-75.6024,,,,,Blades,DE
"Frederica, DE",39.008,-75.4667,,,,,Frederica,DE
"Rehoboth Beach, DE",38.7168,-75.0843,,,,,Rehoboth Beach,DE
"Milton, DE",38.7751,-75.3104,,,,,Milton,DE
"Woodside, DE",39.0712,-75.5667,,,,,Woodside,DE
"Bear, DE",39.6188,-75.6804,,,,,Bear,DE
"Wilmington, DE",39.7415,-75.5413,,,,,Wilmington,DE
"Pike Creek Valley, DE",39.7296,-75.6993,,,,,Pike Creek Valley,DE
"Rodney Village, DE",39.1284,-75.5395,,,,,Rodney Village,DE
"Henlopen Acres, DE",38.7257,-75.0849,,,,,Henlopen Acres,DE
"Frankford, DE",38.5215,-75.2342,,,,,Frankford,DE
"Millsboro, DE",38.5865,-75.3019,,,,,Millsboro,DE
"Glasgow, DE",39.6015,-75.7474,,,,,Glasgow,DE
"Clayton, DE",39.2846,-75.6364,,,,,Clayton,DE
"Cheswold, DE",39.2189,-75.5883,,,,,Cheswold,DE
"Odessa, DE",39.4562,-75.6605,,,,,Odessa,DE
"Kent Acres, DE",39.1325,-75.516,,,,,Kent Acres,DE
"St. Georges, DE",39.5576,-75.6533,,,,,St. Georges,DE
"Ardentown, DE",39.8081,-75.4807,,,,,Ardentown,DE
"Arden, DE",39.8113,-75.4886,,,,,Arden,DE
"Ellendale, DE",38.8103,-75.425,,,,,Ellendale,DE
"Lewes, DE",38.7781,-75.1454,,,,,Lewes,DE
"Laurel, DE",38.5696,-75.5688,,,,,Laurel,DE
"Brookside, DE",39.6666,-75.7153,,,,,Brookside,DE
"Wyoming, DE",39.1147,-75.5631,,,,,Wyoming,DE
"Claymont, DE",39.8032,-75.4606,,,,,Claymont,DE
"Newark, DE",39.6776,-75.7573,,,,,Newark,DE
"Long Neck, DE",38.62,-75.1511,,,,,Long Neck,DE
"Camden, DE",39.0992,-75.557,,,,,Camden,DE
"Leipsic, DE",39.243,-75.5155,,,,,Leipsic,DE
"Delaware City, DE",39.5743,-75.5939,,,,,Delaware City,DE
"Ocean View, DE",38.5357,-75.0991,,,,,Ocean View,DE
"South Bethany, DE",38.5161,-75.0591,,,,,South Bethany,DE
"Hockessin, DE",39.7837,-75.6815,,,,,Hockessin,DE
"Riverview, DE",39.0293,-75.5202,,,,,Riverview,DE
"Dover, DE",39.161,-75.5203,,,,,Dover,DE
"Washington, DC",38.9047,-77.0163,,,,,Washington,DC
"Stone Lake, WI",45.8445,-91.5502,,,,,Stone Lake,WI
"Nelson, WI",44.4214,-92.0044,,,,,Nelson,WI
"Fennimore, WI",42.9793,-90.6491,,,,,Fennimore,WI
"Chenequa, WI",43.1229,-88.3838,,,,,Chenequa,WI
"Helenville, WI",43.0165,-88.6999,,,,,Helenville,WI
"Tichigan, WI",42.8088,-88.215,,,,,Tichigan,WI
"Kekoskee, WI",43.5271,-88.5615,,,,,Kekoskee,WI
"Wonewoc, WI",43.6531,-90.2239,,,,,Wonewoc,WI
"St. Peter, WI",43.8377,-88.3465,,,,,St. Peter,WI
"Black River Falls, WI",44.2981,-90.8419,,,,,Black River Falls,WI
"Shiocton, WI",44.4449,-88.5768,,,,,Shiocton,WI
"Three Lakes, WI",45.8047,-89.1708,,,,,Three Lakes,WI
"Waldo, WI",43.6766,-87.9478,,,,,Waldo,WI
"North Prairie, WI",42.9357,-88.4038,,,,,North Prairie,WI
"Mattoon, WI",45.0046,-89.0411,,,,,Mattoon,WI
"Almond, WI",44.2607,-89.4087,,,,,Almond,WI
"New Auburn, WI",45.1988,-91.5666,,,,,New Auburn,WI
"Hustisford, WI",43.3442,-88.6033,,,,,Hustisford,WI
"Little Chute, WI",44.2895,-88.3199,,,,,Little Chute,WI
"Birnamwood, WI",44.9319,-89.2094,,,,,Birnamwood,WI
"Lodi, WI",43.3154,-89.5367,,,,,Lodi,WI
"Whitehall, WI",44.3705,-91.3476,,,,,Whitehall,WI
"West Baraboo, WI",43.4814,-89.7719,,,,,West Baraboo,WI
"Lomira, WI",43.5945,-88.4421,,,,,Lomira,WI
"Brownsville, WI",43.6145,-88.4952,,,,,Brownsville,WI
"Bloomer, WI",45.103,-91.4913,,,,,Bloomer,WI
"Wabeno, WI",45.4394,-88.6581,,,,,Wabeno,WI
"Whitewater, WI",42.8372,-88.734,,,,,Whitewater,WI
"Reedsville, WI",44.1525,-87.9517,,,,,Reedsville,WI
"Amherst, WI",44.4475,-89.2832,,,,,Amherst,WI
"Monona, WI",43.054,-89.3334,,,,,Monona,WI
"River Falls, WI",44.8608,-92.6244,,,,,River Falls,WI
"Delavan, WI",42.6281,-88.6324,,,,,Delavan,WI
"Greendale, WI",42.937,-88.0018,,,,,Greendale,WI
"Couderay, WI",45.7976,-91.3005,,,,,Couderay,WI
"Berlin, WI",43.9704,-88.9505,,,,,Berlin,WI
"Grantsburg, WI",45.7813,-92.6836,,,,,Grantsburg,WI
"Burnett, WI",43.5065,-88.7085,,,,,Burnett,WI
"Lakewood, WI",45.3006,-88.5146,,,,,Lakewood,WI
"Wausau, WI",44.9615,-89.6457,,,,,Wausau,WI
"Livingston, WI",42.9001,-90.4337,,,,,Livingston,WI
"Hillsboro, WI",43.6559,-90.3365,,,,,Hillsboro,WI
"Exeland, WI",45.6669,-91.2425,,,,,Exeland,WI
"Whitelaw, WI",44.1452,-87.8281,,,,,Whitelaw,WI
"East Troy, WI",42.7848,-88.3973,,,,,East Troy,WI
"Oconto, WI",44.8918,-87.8692,,,,,Oconto,WI
"Elkhorn, WI",42.6711,-88.5377,,,,,Elkhorn,WI
"Nashotah, WI",43.0938,-88.4037,,,,,Nashotah,WI
"Rewey, WI",42.8419,-90.3961,,,,,Rewey,WI
"Ferryville, WI",43.3516,-91.0935,,,,,Ferryville,WI
"Neillsville, WI",44.5605,-90.5905,,,,,Neillsville,WI
"Sun Prairie, WI",43.1827,-89.2357,,,,,Sun Prairie,WI
"Wilton, WI",43.8132,-90.5268,,,,,Wilton,WI
"Eleva, WI",44.5763,-91.4705,,,,,Eleva,WI
"Menomonie, WI",44.8893,-91.9084,,,,,Menomonie,WI
"Wales, WI",43.0042,-88.3739,,,,,Wales,WI
"Manitowoc, WI",44.0991,-87.6811,,,,,Manitowoc,WI
"Ashippun, WI",43.2182,-88.5159,,,,,Ashippun,WI
"New Lisbon, WI",43.8781,-90.1625,,,,,New Lisbon,WI
"New Odanah, WI",46.5986,-90.6618,,,,,New Odanah,WI
"Sauk City, WI",43.2721,-89.7307,,,,,Sauk City,WI
"Pulcifer, WI",44.8476,-88.3592,,,,,Pulcifer,WI
"New Berlin, WI",42.9726,-88.1291,,,,,New Berlin,WI
"Milladore, WI",44.6057,-89.8549,,,,,Milladore,WI
"Mason, WI",46.4354,-91.06,,,,,Mason,WI
"Oconomowoc Lake, WI",43.0975,-88.4521,,,,,Oconomowoc Lake,WI
"Independence, WI",44.3328,-91.4172,,,,,Independence,WI
"Maribel, WI",44.2775,-87.8025,,,,,Maribel,WI
"Oak Creek, WI",42.8803,-87.9009,,,,,Oak Creek,WI
"Van Dyne, WI",43.8862,-88.5012,,,,,Van Dyne,WI
"Pence, WI",46.4104,-90.2695,,,,,Pence,WI
"Saukville, WI",43.3847,-87.9439,,,,,Saukville,WI
"Clyman, WI",43.3116,-88.7231,,,,,Clyman,WI
"Wild Rose, WI",44.1788,-89.2442,,,,,Wild Rose,WI
"Reedsburg, WI",43.5346,-89.997,,,,,Reedsburg,WI
"Patch Grove, WI",42.9406,-90.9725,,,,,Patch Grove,WI
"Paddock Lake, WI",42.5707,-88.1044,,,,,Paddock Lake,WI
"New Holstein, WI",43.9491,-88.0942,,,,,New Holstein,WI
"Lake Hallie, WI",44.8921,-91.42,,,,,Lake Hallie,WI
"Hewitt, WI",44.6425,-90.1048,,,,,Hewitt,WI
"Menomonee Falls, WI",43.1487,-88.1227,,,,,Menomonee Falls,WI
"Eastman, WI",43.1622,-91.0254,,,,,Eastman,WI
"Pella, WI",44.7426,-88.8224,,,,,Pella,WI
"Princeton, WI",43.8527,-89.1305,,,,,Princeton,WI
"Melvina, WI",43.8024,-90.7815,,,,,Melvina,WI
"Peshtigo, WI",45.0556,-87.7476,,,,,Peshtigo,WI
"Lake Tomahawk, WI",45.811,-89.5873,,,,,Lake Tomahawk,WI
"Long Lake, WI",45.8431,-88.6673,,,,,Long Lake,WI
"Maple Bluff, WI",43.1132,-89.3719,,,,,Maple Bluff,WI
"Mishicot, WI",44.2303,-87.6422,,,,,Mishicot,WI
"Iron Ridge, WI",43.3982,-88.532,,,,,Iron Ridge,WI
"Johnson Creek, WI",43.0812,-88.7702,,,,,Johnson Creek,WI
"Juneau, WI",43.4053,-88.7041,,,,,Juneau,WI
"Kohler, WI",43.7364,-87.7795,,,,,Kohler,WI
"Thornton, WI",44.7984,-88.6917,,,,,Thornton,WI
"Seymour, WI",44.5142,-88.3271,,,,,Seymour,WI
"Brandon, WI",43.7352,-88.7822,,,,,Brandon,WI
"Camp Douglas, WI",43.9197,-90.2697,,,,,Camp Douglas,WI
"Hatley, WI",44.8866,-89.3371,,,,,Hatley,WI
"Lake Ripley, WI",43.0045,-88.9829,,,,,Lake Ripley,WI
"Bruce, WI",45.459,-91.2734,,,,,Bruce,WI
"Hammond, WI",44.9691,-92.4381,,,,,Hammond,WI
"Maiden Rock, WI",44.566,-92.3083,,,,,Maiden Rock,WI
"Wind Point, WI",42.7814,-87.7721,,,,,Wind Point,WI
"Minong, WI",46.0978,-91.8263,,,,,Minong,WI
"Lewis, WI",45.7159,-92.3965,,,,,Lewis,WI
"Arkdale, WI",44.0253,-89.8861,,,,,Arkdale,WI
"Wautoma, WI",44.0667,-89.2916,,,,,Wautoma,WI
"Black Earth, WI",43.1344,-89.747,,,,,Black Earth,WI
"Kewaunee, WI",44.4607,-87.5133,,,,,Kewaunee,WI
"Cumberland, WI",45.5353,-92.0269,,,,,Cumberland,WI
"North Bay, WI",42.7644,-87.7812,,,,,North Bay,WI
"Tilleda, WI",44.8155,-88.9125,,,,,Tilleda,WI
"Iron Belt, WI",46.4031,-90.3193,,,,,Iron Belt,WI
"Deerfield, WI",43.0492,-89.0762,,,,,Deerfield,WI
"DeForest, WI",43.2302,-89.3437,,,,,DeForest,WI
"Fountain City, WI",44.1201,-91.6969,,,,,Fountain City,WI
"Bancroft, WI",44.3093,-89.5071,,,,,Bancroft,WI
"Rothschild, WI",44.8761,-89.6173,,,,,Rothschild,WI
"Poy Sippi, WI",44.136,-88.9963,,,,,Poy Sippi,WI
"New London, WI",44.395,-88.7394,,,,,New London,WI
"Plum City, WI",44.6338,-92.1918,,,,,Plum City,WI
"Lancaster, WI",42.8474,-90.7065,,,,,Lancaster,WI
"Rockdale, WI",42.9717,-89.0318,,,,,Rockdale,WI
